asin	relation	attribute
1503943542	description	Reiss writes a fantastic tale that takes readers into the world of Hollywoods hottest star. Brad Sinclairs life is turned upside down in more ways than one; in an instant, he goes from party boy to father. His new nanny, Cara, only wants to take care of her charges and not be looked at as a homewrecker/golddigger. Brads transformation is a struggle, with secrets and temptation lurking around every corner. Readers will be rooting for this unlikely couple to beat the odds of Hollywood gossip. RT Book Reviews, Top Pick!, 4 Stars
1503943542	description	CD Reiss shot up the USA Today bestseller list with sizzling works like Hardball and Shuttergirl, but she still has to chop wood and carry water, which was buried in the fine print. Her lawyer is working it out with God, but in the meantime, if you call and she doesnt answer, shes at the well hauling buckets.
1503943542	description	Born in New York City, Reiss moved to Hollywood to get her masters degree in screenwriting from the University of Southern California. Unfortunately, her screenwriting went nowhere, but it did give her enough confidence to write novels.
1503943542	description	Today shes adoringly referred to as the Shakespeare of Smut, which she thinks is flattering, but it hasnt gotten her out of chopping a single piece of wood.
1503947904	title	Friction (Legal Affairs)
1503947904	description	A sizzling hot romp between two strong characters, packed with heat, heart, and witty writing, it's everything I could ask for in a novel and then some! Kendall Ryan, New York Times and USA Today bestselling author
1503947904	description	Every aspect of Friction by Sawyer Bennett was entertaining to read and I highly recommend it to all romance readers looking for an interesting, and very sexy, read. Harlequin Junkie
1503947904	description	Friction is a fantastic addition to Sawyer Bennetts Legal Affairs series. The premise is engaging, entertaining, and suggestive; the characters are addicting, emotional, and intense; the romance is explosive and forbidden with plenty of flirty, sexual energy. The happily ever after finds our couple together both in and out of the boardroom, bedroom and the law firm. The Reading Cafe
1503947904	description	The jury has reached a verdict. They have ruled in favor of Friction by Sawyer Bennett to become her next 5 Star book in the Legal Affairs series. The expert witness, Michel from Smut Book Junkie Reviews, has testified that Sawyer Bennett cranked up the heat, not only in the courtroom but also in the bedroom. Leary Michaels and Reeve Holloway story is more than your typical opposites attract; they are opposing forces colliding in and out of the courtroom. Their chemistry is electrifying. Smut Book Junkie, 5 Stars
1503947904	description	The chemistry between her characters are sizzling hot. Her stories are of people from different walks of life, from hockey players to lawyers and what-have-yous. When I started reading Friction, I was really thinking this was going to be the usual sexy contemporary romance set in the world of lawyers. I didnt expect to like it this much. Sultry Steamy Reading, 5 Stars
1503947904	description	New York Times and USA Today bestselling author Sawyer Bennett is a snarky southern woman and reformed trial lawyer who decided to finally start putting on paper all of the stories that were floating in her head. She is the author of several contemporary romances, including the popular Off series, the Legal Affairs series, and the Last Call series. Her husband works for a Fortune 100 company that lets him fly all over the world, while she stays at home with their daughter and three big, furry dogs who hog the bed. She would like to report she doesnt have many weaknesses but can be bribed with a nominal amount of milk chocolate.
1503945219	title	Shine Not Burn
1503945219	description	Elle Casey, a former attorney and teacher, is a New York Times and USA Today bestselling American author who lives in southern France with her husband, three kids, and a number of furry friends. She has written books in several genres and publishes an average of one full-length novel per month.
1504653688	title	Real Good Man: Book One of the Real Duet (Real Duet, Book 1)
1504653688	description	Author Bio: Meghan March has been known to wear camo face paint and tromp around in woods wearing mud-covered boots, all while sporting a perfect manicure. She's also impulsive, easily entertained, and absolutely unapologetic about the fact that she loves to read and write smut. Her past lives include slinging auto parts, selling lingerie, making custom jewelry, and practicing corporate law. Writing books about dirty talking alpha males and the strong, sassy women who bring them to their knees is by far the most fabulous job she's ever had. She loves hearing from her readers at meghanmarchbooks@gmail.com.Audiobook Narrator Bio: Elena Wolfe is a narrator of audiobooks. She is best known for her reading of C. C. Gibbs All or Nothing series.Audiobook Narrator Bio: Sebastian York is an audiobook narrator whose readings include Twisted Perfection by Abbi Glines and Beautiful Bombshellby Christina Lauren, among others.
1504669738	title	Real Good Love: Book Two of the Real Duet (Real Duet, Book 2)
1504669738	description	Author Bio: Meghan March has been known to wear camo face paint and tromp around in woods wearing mud-covered boots, all while sporting a perfect manicure. She's also impulsive, easily entertained, and absolutely unapologetic about the fact that she loves to read and write smut. Her past lives include slinging auto parts, selling lingerie, making custom jewelry, and practicing corporate law. Writing books about dirty talking alpha males and the strong, sassy women who bring them to their knees is by far the most fabulous job she's ever had.Audiobook Narrator Bio: Elena Wolfe is a narrator of audiobooks. She is best known for her reading of C. C. Gibbs All or Nothing series.Audiobook Narrator Bio: Sebastian York is an audiobook narrator whose readings include Twisted Perfection by Abbi Glines and Beautiful Bombshellby Christina Lauren, among others.
1504757653	title	A Thousand Boy Kisses: A Novel
1504757653	description	Tillie Cole, a northern girl through and through, originates from a place called Teesside in Great Britain, and is the daughter of an English mother and Scottish father. A graduate of Newcastle University, she taught secondary-school social studies for seven years before resettling with her husband in Canada. She writes contemporary romance, dark romance, young adult novels, and new adult fiction.
1505690900	title	The Hook Up (Game On) (Volume 1)
1505690900	description	" ""Totally loved Callihan's book. Sexy and very emotional. It surprised me. I loved where she went with the angst--real, moving but not over the top. An unabashed recommendation."" -Jane Litte, Dear Author ""One of my favorite reads this year... The chemistry between the hero and heroine is just written perfectly."" -Mandy Schreiner, Smexy Books ""There wasn't a thing I would change about this book. Romance fans everywhere should read this one."" -Jen, Fiction Vixen "
1505690900	description	 Join Kristen Callihan's Occasional Newsletter to Receive:New releasesBook newsExclusive cover reveals and sneak peeksAnd other exciting info!To sign up, copy and paste this into your browser's address bar: thehookup.kristencallihan.comYou can also connect with Kristen at:Website: kristencallihan.comFacebook: Facebook.com/KristenCallihanTwitter: twitter.com/kris10callihanemail: kristen.callihan@aol.comHappy Reading!  
1506002919	title	Forbidden Nights (Joy Delivered Duet)
1506002919	description	A #1 New York Times Bestselling author, and #1 Wall Street Journal Bestselling author, Lauren Blakely is known for her contemporary romance style that's hot, sweet and sexy. She lives in California with her family and has plotted entire novels while walking her dogs. With fourteen New York Times bestsellers, her titles have appeared on the New York Times, USA Today, and Wall Street Journal Bestseller Lists more than 90 times, and she's sold more than 2.5 million books. In March she'll release WANDERLUST, a sexy new standalone romance. To receive an email when Lauren releases a new book, sign up for her newsletter! laurenblakely.com/newsletter
1507548095	title	Kyland (Sign of Love)
1507548095	description	Mia Sheridan is a New York Times, USA Today, and Wall Street Journal Bestselling author. Her passion is weaving true love stories about people destined to be together. Mia lives in Cincinnati, Ohio with her husband. They have four children here on earth and one in heaven. Mia can be found online at www.miasheridan.com or www.facebook.com/miasheridanauthor.
1507641567	title	Throb
1507641567	description	"""A fresh storyline that hasn't been done over and over. You will FALL IN LOVE with Cooper!"" ~Penelope Ward,New York TimesBestselling Author""This original and unique page-turner is packed with so much heat that it is incendiary and guaranteed to leave YOU throbbing."" ~Julie Richman,USA TodayBestselling Author""A unique, addictive, and sexy story that is a breath of fresh air. You won't want to miss this one!""~Kim Karr,New York TimesBestselling Author""When you read Throb you will be reading a story that is absolutely one of a kind. ""~Nita, The Bookchick, bookchickwithkick.com"
1507641567	description	Join Vi's mailing list and read a chapter to her next book here! ➜ bit.ly/1ykgbwp
1507628552	title	Second Debt (Indebted) (Volume 3)
1507628552	description	Pepper Winters is a NYT and USA Today International Bestseller. She wears many roles. Some of them include writer, reader, sometimes wife. She loves dark, taboo stories that twist with your head. The more tortured the hero, the better, and she constantly thinks up ways to break and fix her characters. To receive Release Date alerts please go to: http://eepurl.com/120b5
1508536333	title	Prick: A Stepbrother Romance
1508536333	description	Sabrina Paige writes about smart, sexy, sassy women and hot, possessive alpha males. She especially loves writing about hate-to-love relationships and likes funny, over-the-top scenarios in her books. Her novel, Prince Albert, hit #1 on the Amazon Kindle Bestseller list in November 2015. Prick, Tool, Cannon, and Luke have been Top 10 Amazon Kindle Bestsellers, and Elias, Silas and Saving Axe have been Top 100 Bestsellers.She has found her own happily ever after with her active duty military husband and adorable daughter.If you sign up for my mailing list, I promise not to spam you! But I will send you advance notification before I launch my next book, so that you can get it at a discounted price! Use this link to subscribe: eepurl.com/bCZl2X
1508706255	title	The Deal (Off-Campus) (Volume 1)
1508706255	description	A New York Times, USA Today and Wall Street Journal bestselling author, Elle Kennedy grew up in the suburbs of Toronto, Ontario, and holds a B.A. in English from York University. From an early age, she knew she wanted to be a writer, and actively began pursuing that dream when she was a teenager.Elle writes romantic suspense and erotic contemporary romance for various publishers. She loves strong heroines and sexy alpha heroes, and just enough heat and danger to keep things interesting!
1508776202	title	Revved
1508776202	description	New York Times, USA Today, Wall Street Journal and international bestselling author Samantha Towle began her first novel in 2008 while on maternity leave. She completed the manuscript five months later and hasn't stopped writing since. She has written contemporary romances, THE MIGHTY STORM, WETHERING THE STORM, TAMING THE STORM and TROUBLE. She has also written paranormal romances, THE BRINGER and the ALEXANDRA JONES SERIES, all penned to tunes of The Killers, Kings of Leon, Adele, The Doors, Oasis, Fleetwood Mac, and more of her favourite musicians. A native of Hull and a graduate of Salford University, she lives with her husband, Craig, in East Yorkshire with their son and daughter.
1508941297	title	Naughty King (A Sexy Manhattan Fairytale)
1508941297	description	"""Margo . . ."" I can't help smirking as I adjust the cuff of my jacket. ""I'm just getting started with you."" --Alexander King, Naughty King""She tastes like heaven, and I'm too much of a sinner to resist devouring every inch of her. Tonight, I will own her body. Tonight, I will make her mine.""--Alexander King, Naughty King"
1508941297	description	MORE BOOKS FROM THE AUTHOR:The Black Falcon SeriesROCK THE BEGINNINGROCK THE HEARTROCK THE BANDROCK MY BEDROCK MY WORLDROCK THE BEATROCK MY BODYHard Knocks SeriesPHENOMENAL XXAVIER COLDThe Collectors SeriesDEMON AT MY DOORCOMING SOON--DEMON IN MYBEDA Sexy Manhattan FairytaleNAUGHTY KINGFEISTYPRINCESSDIRTY ROYALS (Releases: June 7th)Wicked White SeriesWICKED WHITEWICKED REUNIONWICKED LOVE
150895464X	title	Jake Understood (Volume 2)
150895464X	description	Penelope Ward is a New York Times, USA Today and #1 Wall Street Journal bestselling author. She grew up in Boston with five older brothers and spent most of her twenties as a television news anchor before switching to a more family-friendly career. Penelope lives for reading books in the new adult/contemporary romance genre, coffee and hanging out with her friends and family on weekends. She is the proud mother of a beautiful 11-year-old girl with autism (the inspiration for the character Callie in Gemini) and a 9-year-old boy, both of whom are the lights of her life. Penelope, her husband and kids reside in Rhode Island. She is the author of RoomHate, which hit #2 on the New York Times Bestseller list and #1 on the Wall Street Journal Bestseller list. Her novel, Stepbrother Dearest, also spent four consecutive weeks on the New York Times Bestseller list. Other works include the New York Times bestseller Cocky Bastard (co-written with Vi Keeland), Sins of Sevin, My Skylar, Jake Undone, Jake Understood and Gemini. Email Penelope at: penelopewardauthor@gmail.com Newsletter Signup: http://bit.ly/1X725rj Facebook Author Page: https://www.facebook.com/penelopewardauthor Facebook Fan Group (Request to join!) https://www.facebook.com/groups/715836741773160/ Instagram: https://instagram.com/PenelopeWardAuthor Twitter: https://twitter.com/PenelopeAuthor Website: www.penelopewardauthor.com
151157772X	title	Until July (Until Her)
151157772X	description	Aurora Rose Reynolds is a New York Times, USA Today and Wall Street Journal bestselling author whose wildly popular series include The Until series, Until Him, Until Her, Underground Kings and Shooting Stars. Her writing career started in an attempt to get the outrageously alpha men who resided in her head to leave her alone and has blossomed into an opportunity to share her stories with readers all over the world.
1511643552	title	The Gentleman Mentor (Lessons with the Dom) (Volume 1)
1511643552	description	"""Totally unexpected and intriguing. With a unique storyline that had me engrossed from page one. This is a Kendall Ryan book you won't want to miss!"" - #1 New York Times Bestselling Author, Rachel Van Dyken""These are the kinds of lessons you'll want to study over and over again. Ryan is a master at building sweltering seduction and poignant longing between the novice and the mentor. This scorching romance will leave the reader with the clear reminder that we all have a little something left to learn."" - Jay Crownover, New York Times bestselling author""The gentleman has a dirty, dirty mouth!!"" - Cocktails and Books Blog""A hot, sexy, and kinky read."" - Carissa, Goodreads Reviewer "
1511647396	title	Third Debt (Indebted) (Volume 4)
1511647396	description	Pepper Winters is a New York Times and USA Today International Bestseller. She loves dark romance, star-crossed lovers, and the forbidden taboo. She strives to write a story that makes the reader crave what they shouldn't, and delivers tales with complex plots and unforgettable characters. After chasing her dreams to become a full-time writer, Pepper has earned recognition with awards for best Dark Romance, best BDSM Series, and best Dark Hero. She's an #1 iBooks bestseller, along with #1 in Erotic Romance, Romantic Suspense, Contemporary, and Erotica Thriller. She's also honoured to wear the IndieReader Badge for being a Top 10 Indie Bestseller, and recently signed a two book deal with Hachette. Represented by Trident Media, her books have garnered foreign and audio interest and are currently being translated into numerous languages. They will be in available in bookstores worldwide.
1512273996	title	Tyrant: King Part 2
1512273996	description	" ""This book had everything that you could possibly think of and want. It had darkness, oh did it ever. It had pain, the pain that they both endured to get to be together was unfathomable. It had sorrow and loss, both of them trying to survive. But most of all it had love, a love that was gritty, it was dirty, it was semi-sweet, it was a love that will last a lifetime. A love you strive to get. A love that makes you whole even when there are pieces are missing. That book was brilliant!""  - Natasha, Three Chicks  ""Warning: Some seriously f*cked up shit happens in this story, not for the faint of heart.""- Sabrina, Goodreads Reviewer""While King was dark, Tyrant is WAY darker. But so engrossing! My heart was in my chest, I was emotional, I was on the edge of my seat. Secrets are revealed, the lies come out. Who do you trust?""- Ana's Attic Book Blog ""TYRANT is very fast-paced and gives all the answers that you're left wanting at the end of KING. True to the nature of this story, it's dark, gritty, and action-packed."" - Aestas Book Blog  ""So, why do I love it? This book is different than anything I have read. Yes, I read books about mob guys and bad guys all the time, but this book was BETTER. King is not a good guy who does bad things. He is a BAD GUY who happens to have a soft spot for a girl."" - Samantha, The Book Disciple  ""I had my theories about where T.M. Frazier would take this story of King and Pup, but I was wrong! She surprised me with all of her twists and turns and the layered stories within the story. I loved every minute. This is way more than a good girl meets a bad boy. This story is about love, acceptance, friendship, and the true meaning of family. I HIGHLY recommend both King and Tyrant to anyone who wants to be lost for hours a hot and sexy love story that will keep you guessing until the final page!"" - Aleatha Romig"
1514336340	title	Beat
1514336340	description	 It's sexy, sweet, angsty and impossible to ignore. ~Dali, TJ Loves to Read   Beat is a breathlessly captivating and meticulously crafted journey of finding a long awaited treasure that your heart has deeply and desperately searched for.  ~Amber, The Wonderings of One Person Book Blog   This sexy rock and roll love triangle is not to be missed! ~Cheri, Kindle Crack Book Reviews 
1514336340	description	Vi Keeland is a #1 New York Times Bestselling author. With more than a million books sold, her titles have appeared in over fifty Bestseller lists and are currently translated in eight languages. She lives in NewYork with her husband and their three children where she is living out her own happily ever after with the boy she met at age six.
1514656892	title	Sacrifice
1514656892	description	"""It's absolutely brilliant!"" - The Erotic Book Blog by Misty""Genius!"" - Author Groupies""This storyline is unforgettable!"" - Elizabeth, Crazii Bitches Book Blog""I was blown away by this book."" - I Love Story Time""This is one of those unforgettable stories that does not come around very often."" - Page Turners Book Blog"
1515954080	title	The Baller
1515954080	description	"""Narrator Mackenzie Cartwright navigates this on-the-field and in-the- bedroom romance with charm."" ---AudioFile"
1515954080	description	Vi Keeland is a #1 New York Times Bestselling author. With more than a million books sold, her titles have appeared in over fifty Bestseller lists and are currently translated in eight languages. She lives in NewYork with her husband and their three children where she is living out her own happily ever after with the boy she met at age six.
1515956326	title	Playboy Pilot
1515956326	description	"""Steamy and well-written. . . . The narrators of this book are quite popular and did a great job with the narration/performance."" ---Bambi Unbridled"
1517249724	title	Sins of Sevin
1517249724	description	Penelope Ward is a New York Times, USA Today and #1 Wall Street Journal bestselling author. She grew up in Boston with five older brothers and spent most of her twenties as a television news anchor before switching to a more family-friendly career. Penelope lives for reading books in the new adult/contemporary romance genre, coffee and hanging out with her friends and family on weekends. She is the proud mother of a beautiful 11-year-old girl with autism (the inspiration for the character Callie in Gemini) and a 9-year-old boy, both of whom are the lights of her life. Penelope, her husband and kids reside in Rhode Island. She is the author of RoomHate, which hit #2 on the New York Times Bestseller list and #1 on the Wall Street Journal Bestseller list. Her novel, Stepbrother Dearest, also spent four consecutive weeks on the New York Times Bestseller list. Other works include the New York Times bestseller Cocky Bastard (co-written with Vi Keeland), Sins of Sevin, My Skylar, Jake Undone, Jake Understood and Gemini. Email Penelope at: penelopewardauthor@gmail.com Newsletter Signup: http://bit.ly/1X725rj Facebook Author Page: https://www.facebook.com/penelopewardauthor Facebook Fan Group (Request to join!) https://www.facebook.com/groups/715836741773160/ Instagram: https://instagram.com/PenelopeWardAuthor Twitter: https://twitter.com/PenelopeAuthor Website: www.penelopewardauthor.com
1517284643	title	Some Sort of Happy (Skylar and Sebastian) (Happy Crazy Love) (Volume 1)
1517284643	description	"""SOME SORT OF HAPPY is all kinds of amazing, sexy, and romantic."" -- Lauren Blakely, NYT Bestselling Author"
1517382025	title	Until Jax (Until Him)
1517382025	description	Aurora Rose Reynolds is a New York Times, USA Today and Wall Street Journal bestselling author whose wildly popular series include The Until series, Until Him, Until Her, Underground Kings and Shooting Stars. Her writing career started in an attempt to get the outrageously alpha men who resided in her head to leave her alone and has blossomed into an opportunity to share her stories with readers all over the world.
1517687462	title	Dirty English
1517687462	description	New York Times and USA Today best selling author Ilsa Madden-Mills writes about strong heroines and sexy alpha males that sometimes you just want to slap. She's addicted to dystopian books and all things fantasy, including unicorns and sword-wielding females. Other fascinations include frothy coffee beverages, dark chocolate, Instagram, Ian Somerhalder (seriously hot), astronomy (she's a Gemini), Sephora make-up, and tattoos. She has a degree in English and a Master's in Education. When she's not pecking away on her computer, she shops for cool magnets, paints old furniture, and eats her weight in sushi. Sign up for her newsletter and automatically receive a FREE Briarcrest Academy novella! Her newsletter has insider info about sales and new releases plus exclusive giveaways for readers! You can stalk her/sign up here on the contact page: ilsamaddenmills.com Facebook: Author Ilsa Madden-Mills Twitter: @ilsamaddenmills
1517687853	title	The Friend Zone (Game On) (Volume 2)
1517687853	description	"Praise for THE FRIEND ZONE""Gray is delicious - sweet and sexy and a more than worthy book boyfriend. Did I mention sexy? THE FRIEND ZONE is a must read!""-Monica Murphy, NYT best selling author""The Friend Zone is an exquisite, delicious cupcake of a book. You will gobble it down and hunger for more.""-Sarina Bowen, author of The Ivy Years series.""...a sweet, sexy, funny, and emotionally refreshing friends to lovers contemporary.""-Smexy Books""I made the Good Book Noise (TM Smart Bitches) multiple times during this novel and definitely had a happy sigh at the end.""-Dear Author"
1517687853	description	Join Kristen Callihan's Occasional Newsletter to Receive:New releasesBook newsExclusive cover reveals and sneak peeksAnd other exciting info!To signup, copy and paste this into your browser's address bar: thehookup.kristencallihan.comYou can also connect with Kristen at:Website: kristencallihan.comFacebook: Facebook.com/KristenCallihanTwitter: twitter.com/kris10callihanemail: kristen.callihan@aol.comHappy Reading!
1518783872	title	Corrupt
1518783872	description	Penelope Douglas is a New York Times, USA Today, and Wall Street Journal bestselling author. Her books include the Fall Away Series, Corrupt, and Misconduct, due out December 1, 2015. She dresses for autumn year round, loves anything lemon flavored, and shops at Target almost daily. She lives in Las Vegas with her husband and their daughter. Follow her: Facebook https://www.facebook.com/PenelopeDouglasAuthor Twitter @PenDouglas Website www.penelopedouglasauthor.com Goodreads http://bit.ly/1xvDwau IG https://instagram.com/penelope.douglas/ Pinterest: https://www.pinterest.com/penelopedouglas/
1519164904	title	The Game Plan (Game On) (Volume 3)
1519164904	description	"Praise for THE GAME PLAN ""The Game Plan has pulse pounding sex and stomach twisting emotion. I fell in love with the hero by chapter one, straight into all-out lust by chapter two."" -Tessa Bailey, NYT best selling author ""The Game Plan should come with a reader advisory: Beware, your ovaries will explode at about the 2% mark, and you will not stop sighing Dex's name."" -Sarina Bowen, USA Today best selling author
           
          "
1519380607	title	Final Debt (Indebted) (Volume 6)
1519380607	description	"""Pepper's books are thrilling, romantic and oh-so-sexy!"" ~Bella Andre, #1 bestselling author of The Sullivans series""Final Debt is a masterpiece, the perfect compilation to the amazing Indebted series. I couldn't put it down until I finished the final word!"" ~Aleatha Romig New York Times and USA Today bestselling author."
1519380607	description	Don't forget about the INDEBTED EPILOGUE OUT NOW
1522753621	title	The Storm (The Storm Series) (Volume 4)
1522753621	description	New York Times, USA Today, Wall Street Journal and international bestselling author Samantha Towle began her first novel in 2008 while on maternity leave. She completed the manuscript five months later and hasn't stopped writing since. She has written contemporary romances, THE STORM SERIES, THE REVVED SERIES, TROUBLE and WHEN I WAS YOURS. She has also written paranormal romances, THE BRINGER and the ALEXANDRA JONES SERIES, all penned to tunes of The Killers, Kings of Leon, Adele, The Doors, Oasis, Fleetwood Mac, and more of her favourite musicians. A native of Hull and a graduate of Salford University, she lives with her husband, Craig, in East Yorkshire with their son and daughter.
1522783075	title	The Score (Off-Campus) (Volume 3)
1522783075	description	A New York Times, USA Today and Wall Street Journal bestselling author, Elle Kennedy grew up in the suburbs of Toronto, Ontario, and holds a B.A. in English from York University. From an early age, she knew she wanted to be a writer, and actively began pursuing that dream when she was a teenager. Elle writes romantic suspense and erotic contemporary romance for various publishers. She loves strong heroines and sexy alpha heroes, and just enough heat and danger to keep things interesting!
1523662441	title	RoomHate
1523662441	description	Penelope Ward is a New York Times, USA Today and #1 Wall Street Journal bestselling author. She grew up in Boston with five older brothers and spent most of her twenties as a television news anchor before switching to a more family-friendly career. Penelope lives for reading books in the new adult/contemporary romance genre, coffee and hanging out with her friends and family on weekends. She is the proud mother of a beautiful 11-year-old girl with autism (the inspiration for the character Callie in Gemini) and a 9-year-old boy, both of whom are the lights of her life. Penelope, her husband and kids reside in Rhode Island. She is the author of RoomHate, which hit #2 on the New York Times Bestseller list and #1 on the Wall Street Journal Bestseller list. Her novel, Stepbrother Dearest, also spent four consecutive weeks on the New York Times Bestseller list. Other works include the New York Times bestseller Cocky Bastard (co-written with Vi Keeland), Sins of Sevin, My Skylar, Jake Undone, Jake Understood and Gemini. Email Penelope at: penelopewardauthor@gmail.com Newsletter Signup: http://bit.ly/1X725rj Facebook Author Page: https://www.facebook.com/penelopewardauthor Facebook Fan Group (Request to join!) https://www.facebook.com/groups/715836741773160/ Instagram: https://instagram.com/PenelopeWardAuthor Twitter: https://twitter.com/PenelopeAuthor Website: www.penelopewardauthor.com
1530728606	title	When I'm With You
1530728606	description	"""When I'm with You reaches a new level on the meter for hotness and seduction. You will be left smiling so big your face hurts and giggling like a school girl. E-readers everywhere will be overheating. 5 Sizzling Hot Stars!"" -- THE BOOK AVENUEWith a forbidden romance, a fast-paced narrative with elements of suspense, and a swoon-worthy love story of epic proportions, When I'm with You is captivating from start to finish. -- Nose Stuck in a BookNate Reid....the King of time out. Behavioural modification down to a tee! I am in love. In fact, I'm planning on a reread asap! --- A Brit and A Yank""Harper Sloan just keeps getting better and better, and the alpha males she's famous for just keep getting sexier and more alpha!"" -- Fictional Men's Room for Book Ho's""If you are looking for a story, that paints a beautiful literary masterpiece of second chances, love, forgiveness, honesty and new beginnings then I highly recommend you to read this book."" -Four Chicks Flipping Pages"
1530825318	title	Sidebarred
1530825318	description	"""My favorite fictional family is back! Jake is as sexy and irreverent as ever. I couldn't get enough of his and Chelsea's, and their adorable gang's funny,endearing, and swoony HEA. Completelyheart-melting!""-Katy Evans, New York Times Bestselling author of The REAL Series""I can't even put into words how ridiculously amazing this novella was"" -The Crazy World of a Book Lover"
1530825318	description	Emma Chase lives in a small, rural town in New Jersey, with her husband, two children and two misbehaving (but adorable) dogs. She has a long standing love/hate relationship with caffeine. Emma is an avid reader. Before her children were born she was known to consume whole books in a single day. With the 2013 release of her debut romantic comedy, Tangled, the ability to now call herself an author is nothing less than a dream come true.
1533240515	title	Sway (Landry Family Series) (Volume 1)
1533240515	description	USA Today Bestselling author Adriana Locke lives and breathes books. After years of slightly obsessive relationships with the flawed bad boys created by other authors, Adriana has created her own.  She resides in the Midwest with her husband, sons, and two dogs. She spends a large amount of time playing with her kids, drinking coffee, and cooking. You can find her outside if the weather's nice and there's always a piece of candy in her pocket.   Please contact Adriana at www.adrianalocke.com. She loves to hear from readers.  Goodreads Group: All Locked Up  Twitter: @AuthorALocke IG: @authoradrianalocke Facebook: /authoradrianalocke Pinterest: /authoradrianalo
1533344345	title	The Goal (Off-Campus) (Volume 4)
1533344345	description	A New York Times, USA Today and Wall Street Journal bestselling author, Elle Kennedy grew up in the suburbs of Toronto, Ontario, and holds a B.A. in English from York University. From an early age, she knew she wanted to be a writer, and actively began pursuing that dream when she was a teenager. Elle writes romantic suspense and erotic contemporary romance for various publishers. She loves strong heroines and sexy alpha heroes, and just enough heat and danger to keep things interesting!
1534601902	title	Man Candy
1534601902	description	"""Sweet, sexy and delicious! Melanie Harlow's books are my addiction!"" -- Lauren Blakely, New York Times Bestselling Author ""A brilliant twist on male-female relationships with the ultimate Man Candy, a swoon-worthy hero and a heroine who has to earn her way into his heart. I've got a sweet tooth and it's for Quinn Rusek."" -- Carly Phillips, New York Times Bestselling Author ""Man Candy by Melanie Harlow is fabulously fun, flirty, and sexy as hell!  Get ready to meet your next book boyfriend! Quinn Rusek will make you swoon!"" -- Erika Wilde, New York Times Bestselling Author ""Packed with laugh-out-loud moments and toe-curling steam--Man Candy is the kind of story you replay in your mind long after you've turned the last page. A perfect summer romance! "" -- R.S. Grey, USA Today Bestselling Author ""Man Candy was everything I wanted it to be and more. Sexy and sassy, dirty and delectable. Treat yourself!"" -- Laurelin Paige, New York Times Bestselling Author"
1534623574	title	A Beautiful Funeral: A Novel (Maddox Brothers) (Volume 5)
1534623574	description	"""McGuire deftly weaves heartwarming family love, adventure, and suspense into a truly unforgettable novel."" - NY Literary Magazine""Jamie McGuire delivers another stunning, emotional journey that will leave you ruined while still craving more. Dazzling and masterful storytelling."" - Leisa Rayven, author of Bad Romeo, Broken Juliet, and Wicked Heart""Tender and fierce--a pitch perfect ending to one of my all-time favorite series. A Beautiful Funeral hit all the right notes. A truly unforgettable read!"" - Kami Garcia, #1 New York Times bestselling co-author of Beautiful Creatures and author of The Lovely Reckless""A more beautiful ending to this series could not have been written. You will fall for the Maddox family all over again. This is one I will be rereading again and again."" - Book Lovers Hangout""Whatever your preconceived notions might be, you need to believe in Jamie, and her ability to give you a story that does these characters justice, while leaving fragments of itself in your heart.""- Liis' Bookshelf""The best Maddox book yet."" - Author E. N. Hudgins "
1534623574	description	Jamie McGuire was born in Tulsa, Oklahoma. She attended Northern Oklahoma College, the University of Central Oklahoma, and Autry Technology Center where she graduated with a degree in Radiography. Jamie paved the way for the New Adult genre with the international bestseller Beautiful Disaster. Her follow-up novel, Walking Disaster, debuted at #1 on the New York Times, USA Today, and Wall Street Journal bestseller lists. Beautiful Oblivion, book one of the Maddox Brothers series, also topped the New York Times bestseller list, debuting at #1. In 2015, books two and three of the Maddox Brothers series, Beautiful Redemption and Beautiful Sacrifice, respectively, also topped the New York Times, as well as a Beautiful series novella, Something Beautiful. Novels also written by Jamie McGuire include: apocalyptic thriller and 2014 UtopYA Best Dystopian Book of the Year, Red Hill; the Providence series, a young adult paranormal romance trilogy; Apolonia, a dark sci-fi romance; and several novellas, including A Beautiful Wedding, Among Monsters, Happenstance: A Novella Series, and Sins of the Innocent. Jamie is the first indie author in history to strike a print deal with retail giant Wal-Mart. Her self-published novel, Beautiful Redemption hit Wal-Mart shelves in September, 2015.. Jamie lives in Steamboat Springs, Colorado with her husband, Jeff, and their three children. Find Jamie at www.jamiemcguire.com or on Facebook, Twitter, Google +, SnapChat, Tumblr, and Instagram.
1535036575	title	Neighbor Dearest
